playerName,sal,pos,team,opp,proj
DeAndre Washington,4500,RB,MIA,ARI,1.200000048
Michael Walker,4500,WR,JAC,HOU,0.0
Jason Moore,4500,WR,LAC,LV,0.0
Fred Brown,4500,WR,DEN,ATL,0.0
KeeSean Johnson,4500,WR,ARI,MIA,1.100000024
Isaiah Hodgins,4500,WR,BUF,SEA,0.0
Rod Smith,4500,RB,NYG,WAS,0.0
Dalyn Dawkins,4500,RB,DET,MIN,1.299999952
Nick Westbrook-Ikhine,4500,WR,TEN,CHI,1.066666683
Chad Beebe,4500,WR,MIN,DET,1.7999999519999998
Jon Hilliman,4500,RB,NYG,WAS,0.0
Marcus Kemp,4500,WR,KC,CAR,1.600000024
Saquon Barkley,4500,RB,NYG,WAS,4.1333332060000005
Dan Chisena,4500,WR,MIN,DET,0.0
Jordan Scarlett,4500,RB,CAR,KC,0.0
Peyton Barber,4500,RB,WAS,NYG,3.5
Artavis Pierce,4500,RB,CHI,TEN,0.0
Terry Godwin,4500,WR,JAC,HOU,0.0
Darius Jennings,4500,WR,LAC,LV,0.0
A.J. Richardson,4500,WR,ARI,MIA,0.0
Tae Crowder,4500,RB,NYG,WAS,3.0
Keith Kirkwood,4500,WR,CAR,KC,0.8999999759999999
Christian Wade,4500,RB,BUF,SEA,0.0
Johnny Holton,4500,WR,NYG,WAS,0.0
Kerrith Whyte Jr.,4500,RB,DET,MIN,0.0
Keith Smith,4500,RB,ATL,DEN,0.566666683
Tom Kennedy,4500,WR,DET,MIN,0.0
Parris Campbell,4500,WR,IND,BAL,3.8999999360000004
Penny Hart,4500,WR,SEA,BUF,0.0
Isaiah Wright,4500,WR,WAS,NYG,3.825000048
Victor Bolden,4500,WR,DET,MIN,0.0
Pharoh Cooper,4500,WR,CAR,KC,0.21250000600000002
Troymaine Pope,4500,RB,LAC,LV,6.3000001910000005
Craig Reynolds,4500,RB,JAC,HOU,0.0
Tino Ellis,4500,WR,MIA,ARI,0.0
John Ursua,4500,WR,SEA,BUF,0.0
Taiwan Jones,4500,RB,BUF,SEA,0.0
Paul Richardson Jr.,4500,WR,SEA,BUF,0.0
Quadree Henderson,4500,WR,PIT,DAL,0.0
Corey Coleman,4500,WR,NYG,WAS,0.0
Ralph Webb,4500,RB,PIT,DAL,0.0
Anthony Sherman,4500,RB,KC,CAR,2.399999936
Miami Dolphins,4400,D,MIA,ARI,10.14285714
Donald Parham Jr.,4400,TE,LAC,LV,5.700000127000001
Kyle Rudolph,4400,TE,MIN,DET,3.571428571
Jesse James,4300,TE,DET,MIN,4.375
Arizona Cardinals,4300,D,ARI,MIA,7.0
Jason Witten,4300,TE,LV,LAC,2.6833333969999997
Dan Arnold,4300,TE,ARI,MIA,3.48333327
Jacob Hollister,4300,TE,SEA,BUF,2.960000038
Cole Kmet,4300,TE,CHI,TEN,2.41428566
Adam Shaheen,4200,TE,MIA,ARI,4.059999847
Denver Broncos,4200,D,DEN,ATL,6.142857143
Los Angeles Chargers,4200,D,LAC,LV,5.0
Vance McDonald,4200,TE,PIT,DAL,1.649999936
Jordan Thomas,4200,TE,ARI,MIA,2.26666673
Reggie Gilliam,4200,TE,BUF,SEA,4.3000001910000005
Demetrius Harris,4200,TE,CHI,TEN,1.142857143
Lee Smith,4100,TE,BUF,SEA,6.599999905
James O'Shaughnessy,4100,TE,JAC,HOU,3.17142868
Nick Boyle,4100,TE,BAL,IND,3.257142748
Durham Smythe,4100,TE,MIA,ARI,3.674999952
Kaden Smith,4100,TE,NYG,WAS,1.524999976
New York Giants,4100,D,NYG,WAS,5.5
Nick Keizer,4100,TE,KC,CAR,0.7166666979999999
Foster Moreau,4100,TE,LV,LAC,3.599999905
Pharaoh Brown,4100,TE,HOU,JAC,2.349999905
Jake Butt,4100,TE,DEN,ATL,0.375
Ricky Seals-Jones,4000,TE,KC,CAR,0.0
Levine Toilolo,4000,TE,NYG,WAS,1.066666683
Tyler Conklin,4000,TE,MIN,DET,1.9600000380000002
MyCole Pruitt,4000,TE,TEN,CHI,3.0666666030000003
Hale Hentges,4000,TE,IND,BAL,0.0
Virgil Green,4000,TE,LAC,LV,3.125
Jake Breeland,4000,TE,BAL,IND,0.0
Farrod Green,4000,TE,IND,BAL,0.0
Eric Saubert,4000,TE,JAC,HOU,0.0
Sean McKeon,4000,TE,DAL,PIT,0.0
Parker Hesse,4000,TE,TEN,CHI,0.0
Khari Lee,4000,TE,DET,MIN,0.0
Andrew Beck,4000,TE,DEN,ATL,0.0
Eric Tomlinson,4000,TE,NYG,WAS,0.0
Sam Tecklenburg,4000,TE,CAR,KC,0.0
Parker Houston,4000,TE,ARI,MIA,0.0
Jerome Cunningham,4000,TE,WAS,NYG,0.0
Ed Dickson,4000,TE,SEA,BUF,0.0
Dylan Stapleton,4000,TE,HOU,JAC,0.0
Nate Wieting,4000,TE,MIA,ARI,0.0
Chicago Bears,4000,D,CHI,TEN,6.25
Ben Ellefson,4000,TE,JAC,HOU,1.0
Nick O'Leary,4000,TE,LV,LAC,2.924999952
Danny Pinter,4000,TE,IND,BAL,0.0
Luke Willson,4000,TE,SEA,BUF,0.0
Christian Scotland-Williamson,4000,TE,PIT,DAL,0.0
Michael Roberts,4000,TE,MIA,ARI,0.0
Kevin Rader,4000,TE,PIT,DAL,0.0
Scottie Dill,4000,TE,ATL,DEN,0.0
Kahale Warring,4000,TE,HOU,JAC,0.0
Tyler Mabry,4000,TE,SEA,BUF,0.0
Noah Togiai,4000,TE,IND,BAL,0.0
J.P. Holtz,4000,TE,CHI,TEN,0.0
Tommy Hudson,4000,TE,TEN,CHI,0.0
Dom Wood-Anderson,4000,TE,SEA,BUF,0.0
Derek Carrier,4000,TE,LV,LAC,0.0
Thaddeus Moss,4000,TE,WAS,NYG,0.0
Josh Oliver,4000,TE,JAC,HOU,0.0
Jeremy Sprinkle,4000,TE,WAS,NYG,0.366666675
Jaeden Graham,4000,TE,ATL,DEN,0.400000016
Brandon Dillon,4000,TE,MIN,DET,0.0
Sean Culkin,4000,TE,BAL,IND,0.0
Caleb Repp,4000,TE,ATL,DEN,0.0
Colby Parkinson,4000,TE,SEA,BUF,0.0
Darrell Daniels,4000,TE,ARI,MIA,1.739999962
Eli Wolf,4000,TE,BAL,IND,0.0
Charlie Heck,4000,TE,HOU,JAC,0.0
Jake Bargas,4000,TE,MIN,DET,0.0
Charles Jones,4000,TE,BUF,SEA,0.0
Dylan Cantrell,4000,TE,ARI,MIA,0.0
Chris Manhertz,4000,TE,CAR,KC,1.319999981
Stephen Anderson,4000,TE,LAC,LV,0.0
Charles Scarff,4000,TE,BAL,IND,0.0
Chris Myarick,4000,TE,MIA,ARI,0.0
Geoff Swaim,4000,TE,TEN,CHI,1.0
C.J. Conrad,4000,TE,NYG,WAS,0.0
Deon Yelder,4000,TE,KC,CAR,1.0
Cole Hikutini,4000,TE,DAL,PIT,0.0
Maxx Williams,4000,TE,ARI,MIA,0.0
Seth DeValve,4000,TE,CAR,KC,0.0
Temarrick Hemingway,4000,TE,WAS,NYG,0.5
Evan Baylis,4000,TE,ARI,MIA,0.0
Isaac Nauta,4000,TE,DET,MIN,0.400000006
Zach Gentry,4000,TE,PIT,DAL,0.0
Jared Rice,4000,TE,LAC,LV,0.0
Hunter Bryant,4000,TE,DET,MIN,0.0
Tyler Davis,4000,TE,JAC,HOU,0.0
Blake Bell,4000,TE,DAL,PIT,1.920000076
Cam Sutton,4000,TE,CAR,KC,0.0
Troy Fumagalli,4000,TE,HOU,JAC,2.133333365
Ian Bunting,4000,TE,IND,BAL,0.0
Ryan Roberts,4000,TE,LAC,LV,0.0
Jeff Heuerman,4000,TE,DEN,ATL,0.0
Ben Braunecker,4000,TE,CHI,TEN,0.0
Garrett Dickerson,4000,TE,NYG,WAS,0.0
Cole Herdman,4000,TE,TEN,CHI,0.0
Blake Jarwin,4000,TE,DAL,PIT,0.8500000240000001
Tommy Sweeney,4000,TE,BUF,SEA,3.0799999239999996
Marcus Baugh,4000,TE,WAS,NYG,0.349999994
Xavier Grimble,4000,TE,BAL,IND,0.0
Nick Bowers,4000,TE,LV,LAC,0.0
Nick Vannett,4000,TE,DEN,ATL,1.160000038
Nate Becker,4000,TE,BUF,SEA,0.0
Giovanni Ricci,4000,TE,CAR,KC,0.0
Matt Sokol,4000,TE,LAC,LV,0.0
Luke Stocker,4000,TE,ATL,DEN,0.35999999
Jesper Horsted,4000,TE,CHI,TEN,0.0
Buffalo Bills,3900,D,BUF,SEA,4.75
Tennessee Titans,3800,D,TEN,CHI,3.714285714
Houston Texans,3700,D,HOU,JAC,2.5714285709999998
Las Vegas Raiders,3600,D,LV,LAC,2.0
Seattle Seahawks,3500,D,SEA,BUF,5.571428571
Jacksonville Jaguars,3500,D,JAC,HOU,2.5714285709999998
Minnesota Vikings,3400,D,MIN,DET,2.4285714290000002
Atlanta Falcons,3300,D,ATL,DEN,2.75
Detroit Lions,3200,D,DET,MIN,2.142857143
Carolina Panthers,3100,D,CAR,KC,3.75
Dallas Cowboys,3000,D,DAL,PIT,2.75
